,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),Class_cleaned,Order_transformed
2821,Animalia,Chordata,Mammalia,Scandentia,Tupaiidae,Urogale,everetti,Mindanao tree shrew,,,55.0,38.0,2.0,,,20.0,104.4,350.0,,11.5,captivity,small,acceptable,,,1.25,260.6,309.15,Mammals,Others (Grouped)
2822,Animalia,Chordata,Mammalia,Sirenia,Dugongidae,Dugong,dugon,Dugong,3470.0,3470.0,374.0,548.0,1.0,0.2,1521.0,27500.0,,360000.0,,73.0,captivity,small,acceptable,,,,,306.15,Mammals,Others (Grouped)
2823,Animalia,Chordata,Mammalia,Sirenia,Trichechidae,Trichechus,inunguis,Amazonian manatee,1096.0,1096.0,328.0,548.0,1.0,0.5,,12500.0,67500.0,480000.0,,40.0,captivity,small,acceptable,,,55.015,167594.0,,Mammals,Others (Grouped)
2824,Animalia,Chordata,Mammalia,Sirenia,Trichechidae,Trichechus,manatus,West Indian manatee,1278.0,913.0,335.0,456.0,1.0,0.4,1187.0,32000.0,,322000.0,0.0024,69.0,captivity,medium,acceptable,,,70.0056,450000.0,,Mammals,Others (Grouped)
2826,Animalia,Chordata,Mammalia,Soricomorpha,Solenodontidae,Solenodon,paradoxus,Hispaniolan solenodon,,,50.0,75.0,2.0,2.0,,100.0,,1000.0,,12.1,captivity,small,acceptable,,,,,,Mammals,Others (Grouped)
2827,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Blarina,brevicauda,Northern short-tailed shrew,46.0,65.0,17.0,23.0,6.0,3.0,,1.34,,21.6,0.188,2.2,captivity,small,acceptable,,,0.344,20.9,,Mammals,Others (Grouped)
2828,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Blarina,hylophaga,Elliot's short-tailed shrew,84.0,42.0,23.0,30.0,6.5,1.5,,,14.5,14.5,,2.8,captivity,small,acceptable,,,,,,Mammals,Others (Grouped)
2829,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Crocidura,flavescens,Greater red musk shrew,,,25.0,,3.3,,,2.26,20.7,45.0,,2.2,captivity,small,acceptable,,,0.248,33.2,,Mammals,Others (Grouped)
2830,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Crocidura,leucodon,Bicolored shrew,95.0,95.0,30.0,22.0,5.0,,,0.9329999999999999,,11.0,0.1,2.9,captivity,small,acceptable,,,0.166,11.7,308.15,Mammals,Others (Grouped)
2831,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Crocidura,russula,White-toothed shrew,75.0,75.0,29.0,23.0,4.0,3.5,28.0,0.945,7.7,11.6,0.146,4.0,captivity,tiny,acceptable,,,0.14300000000000002,10.8,307.85,Mammals,Others (Grouped)
2832,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Crocidura,suaveolens,Lesser shrew,175.0,365.0,27.0,25.0,4.0,3.5,,0.53,4.0,7.7,0.0953,2.8,captivity,small,acceptable,,,0.11199999999999999,6.9,308.25,Mammals,Others (Grouped)
2833,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Cryptotis,parva,Least shrew,40.0,43.0,21.0,19.0,4.5,2.5,,0.34,3.85,4.5,0.134,3.5,captivity,medium,acceptable,,,0.16399999999999998,6.3,310.15,Mammals,Others (Grouped)
2834,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Myosorex,varius,Forest shrew,,,,22.0,3.0,2.0,,1.0,,17.5,,2.1,captivity,small,acceptable,,,,,308.95,Mammals,Others (Grouped)
2836,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Neomys,fodiens,Eurasian water shrew,106.0,106.0,20.0,32.0,5.0,1.8,71.0,0.78,10.0,15.0,,3.1,captivity,small,acceptable,,,0.32799999999999996,16.0,310.45,Mammals,Others (Grouped)
2838,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,araneus,Eurasian shrew,198.0,335.0,21.0,25.0,6.0,1.9,40.0,0.44,8.5,9.0,,3.2,captivity,small,acceptable,,,0.348,8.4,308.15,Mammals,Others (Grouped)
2851,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Suncus,murinus,Asian house shrew,36.0,36.0,30.0,19.0,3.0,9.8,56.0,2.68,33.35,45.9,0.0643,3.2,captivity,small,acceptable,,,0.40299999999999997,39.7,311.85,Mammals,Others (Grouped)
2852,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Condylura,cristata,Star-nosed mole,304.0,304.0,40.0,24.0,4.4,1.0,,1.5,30.0,55.3,,2.5,captivity,small,acceptable,,,0.615,49.0,310.85,Mammals,Others (Grouped)
2854,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Mogera,wogura,Japanese mole,,,40.0,,3.8,1.0,,,,97.0,,3.2,captivity,small,acceptable,,,,,,Mammals,Others (Grouped)
2858,Animalia,Chordata,Mammalia,Tubulidentata,Orycteropodidae,Orycteropus,afer,Aardvark,730.0,730.0,225.0,103.0,1.0,1.0,365.0,1800.0,6250.0,60000.0,0.0094,29.8,captivity,medium,acceptable,,,34.275,48000.0,307.65,Mammals,Others (Grouped)
2859,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,American alligator,4380.0,4380.0,,,,,,,,150000.0,,77.0,captivity,large,high,,,0.1539,1079.0,295.31,Reptiles,Crocodilia
2877,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Osteolaemus,tetraspis,West African dwarf crocodile,1825.0,1825.0,,,10.0,,,,,40000.0,,70.0,captivity,medium,acceptable,,,,,,Reptiles,Crocodilia
2880,Animalia,Chordata,Reptilia,Rhynchocephalia,Sphenodontidae,Sphenodon,punctatus,Tuatara,4380.0,4380.0,,,,,,,,430.0,,90.0,captivity,medium,acceptable,,,0.0605,430.0,295.5,Reptiles,Rhynchocephalia
2904,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,multicarinata,Southern alligator lizard,,,,,,,,,,31.5,,9.8,captivity,small,acceptable,,,0.0132,31.5,295.5,Reptiles,Squamata
2907,Animalia,Chordata,Reptilia,Squamata,Anguidae,Pseudopus,apodus,Armored glass lizard,730.0,730.0,42.0,,8.0,,,,,450.0,,54.0,unknown,medium,acceptable,,,,,,Reptiles,Squamata
2909,Animalia,Chordata,Reptilia,Squamata,Boidae,Boa,constrictor,Boa constrictor,1095.0,1095.0,125.0,,35.0,,,,,3532.0,,40.4,captivity,large,acceptable,,,0.3589,3532.0,293.0,Reptiles,Squamata
2932,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer,labordi,Labord's chameleon,60.0,60.0,260.0,,11.0,,,,,,,0.4,wild,medium,acceptable,,,,,,Reptiles,Squamata
2936,Animalia,Chordata,Reptilia,Squamata,Charinidae,Lichanura,trivirgata,Rosy boa,,,130.0,,7.0,,,,,450.0,,31.0,captivity,small,acceptable,,,,,,Reptiles,Squamata
2940,Animalia,Chordata,Reptilia,Squamata,Colubridae,Bogertophis,subocularis,Trans-pecos rat snake,730.0,730.0,,,5.0,,,,,,,23.8,captivity,small,acceptable,,,,,,Reptiles,Squamata
2960,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,guttata,Corn snake,600.0,600.0,,,12.0,,,,,900.0,,32.3,captivity,large,high,,,,,,Reptiles,Squamata
2961,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,helena,Trinket snake,730.0,730.0,,,,,,,,,,15.0,unknown,medium,acceptable,,,,,,Reptiles,Squamata
2963,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,obsoleta,Black rat snake,1460.0,1460.0,,,,,,,,,,33.9,captivity,large,acceptable,,,,,,Reptiles,Squamata
2971,Animalia,Chordata,Reptilia,Squamata,Colubridae,Heterodon,nasicus,Mexican hognose snake,730.0,730.0,56.0,,13.0,,,,,,,19.8,captivity,medium,acceptable,,,,,,Reptiles,Squamata
2976,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,calligaster,Prairie kingsnake,1095.0,1095.0,,,,,,,,,,23.8,captivity,small,acceptable,,,,,,Reptiles,Squamata
2977,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,getula,Common kingsnake,1095.0,1095.0,,,,,,,,,,33.3,captivity,large,acceptable,,,,,,Reptiles,Squamata
2982,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lamprophis,fuliginosus,African house snake,182.0,182.0,,,,,,,,,,9.0,unknown,medium,acceptable,,,,,,Reptiles,Squamata
2988,Animalia,Chordata,Reptilia,Squamata,Colubridae,Natrix,natrix,Grass snake,1460.0,1460.0,,,,,,,,96.25,,20.0,captivity,medium,acceptable,,,0.0295,94.2,290.25,Reptiles,Squamata
2990,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,sipedon,Northern water snake,730.0,730.0,,,,,,,,,,9.6,captivity,medium,acceptable,,,,,,Reptiles,Squamata
2992,Animalia,Chordata,Reptilia,Squamata,Colubridae,Opheodrys,aestivus,Rough greensnake,730.0,730.0,,,,,,,,,,7.2,captivity,medium,acceptable,,,,,,Reptiles,Squamata
3000,Animalia,Chordata,Reptilia,Squamata,Colubridae,Regina,septemvittata,Queen snake,1095.0,1095.0,,,,,,,,,,19.3,captivity,small,acceptable,,,,,,Reptiles,Squamata
3005,Animalia,Chordata,Reptilia,Squamata,Colubridae,Spalerosophis,diadema,Diademed snake,547.0,547.0,,,,,,,,,,17.0,captivity,small,acceptable,,,,,,Reptiles,Squamata
3007,Animalia,Chordata,Reptilia,Squamata,Colubridae,Storeria,dekayi,Brown snake,730.0,730.0,,,,,,,,,,7.0,captivity,tiny,acceptable,,,,,,Reptiles,Squamata
3010,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,butleri,Butler's garter snake,730.0,,,,12.0,,,,,,,14.0,captivity,tiny,acceptable,,,,,,Reptiles,Squamata
3014,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,marcianus,Checkered garter snake,547.0,547.0,,,,,,,,,,7.0,unknown,medium,acceptable,,,,,,Reptiles,Squamata
3017,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sauritus,Eastern ribbon snake,730.0,730.0,,,14.0,,,,,,,10.6,captivity,small,acceptable,,,,,,Reptiles,Squamata
3018,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,Common garter snake,730.0,730.0,100.0,,,,,,,150.0,,14.0,captivity,medium,acceptable,,,,,,Reptiles,Squamata
3021,Animalia,Chordata,Reptilia,Squamata,Colubridae,Virginia,striatula,Rough earth snake,730.0,547.0,,,,,,,,,,7.2,captivity,small,acceptable,,,,,,Reptiles,Squamata
3084,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Eublepharis,macularius,Leopard gecko,400.0,400.0,55.0,,2.0,,,,,,,28.5,captivity,large,acceptable,,,,,,Reptiles,Squamata
3123,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Dipsosaurus,dorsalis,Desert iguana,,,,,,,,,,69.5,,14.6,captivity,medium,acceptable,,,0.0441,69.5,305.5,Reptiles,Squamata
3124,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,iguana,Common green iguana,1640.0,1640.0,,,,,,,,,,19.8,captivity,large,acceptable,,,,,,Reptiles,Squamata
3134,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Lacerta,viridis,European green lizard,,,,,,,,,,21.5,,10.0,unknown,medium,acceptable,,,0.00337,15.7,293.83,Reptiles,Squamata
3135,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Lacerta,vivipara,Viviparous lizard,730.0,365.0,,,,,,,,,,11.0,wild,large,acceptable,,,,,,Reptiles,Squamata
3138,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Timon,lepidus,Jeweled lizard,912.0,912.0,,,,,,,,,,17.0,unknown,medium,acceptable,,,,,,Reptiles,Squamata
3158,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,molurus,Indian python,1095.0,1095.0,100.0,,40.0,,,,,12370.0,,34.2,captivity,large,acceptable,,,1.2661,12370.0,303.0,Reptiles,Squamata
3159,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,regius,Ball python,1825.0,1825.0,77.0,,7.0,,,,,,,47.5,captivity,large,acceptable,,,,,,Reptiles,Squamata
3160,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,reticulatus,Reticulated python,,,,,,,,,,32000.0,,29.4,captivity,medium,acceptable,,,2.7349,32000.0,297.5,Reptiles,Squamata
3176,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eumeces,obsoletus,Great Plains skink,,,,,,,,,,30.0,,7.3,captivity,small,acceptable,,,0.0206,30.0,300.5,Reptiles,Squamata
3182,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tiliqua,scincoides,Australian blue-tongued lizard,,,,,10.0,,,14.0,,493.0,,26.6,captivity,large,acceptable,,,0.2127,493.0,303.0,Reptiles,Squamata
3188,Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,tigris,Western whiptail,,,,,,,,,,18.0,,7.8,wild,medium,acceptable,,,0.017,18.0,304.25,Reptiles,Squamata
3211,Animalia,Chordata,Reptilia,Squamata,Viperidae,Agkistrodon,contortrix,Northern copperhead,730.0,730.0,,,6.0,,,,,,,29.8,captivity,medium,acceptable,,,,,,Reptiles,Squamata
3212,Animalia,Chordata,Reptilia,Squamata,Viperidae,Agkistrodon,piscivorus,Water moccasin,1095.0,,,,8.0,,,,,,,24.5,captivity,medium,acceptable,,,,,,Reptiles,Squamata
3233,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,atrox,Western diamond-backed rattlesnake,1095.0,1095.0,,,14.0,,,,,,,27.0,captivity,medium,acceptable,,,,,,Reptiles,Squamata
3237,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,durissus,Neotropical rattlesnake,1095.0,1095.0,120.0,,6.0,,,14.0,,1150.0,,19.8,captivity,medium,acceptable,,,,,,Reptiles,Squamata
3239,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,horridus,Timber rattlesnake,2555.0,1825.0,135.0,,9.0,,,,,,,30.2,captivity,medium,acceptable,,,,,,Reptiles,Squamata
3256,Animalia,Chordata,Reptilia,Squamata,Viperidae,Lachesis,muta,Bushmaster,1460.0,1460.0,77.0,,10.0,,,,,,,31.6,captivity,medium,acceptable,,,,,,Reptiles,Squamata
3262,Animalia,Chordata,Reptilia,Squamata,Viperidae,Sistrurus,catenatus,Massasauga,1100.0,1100.0,,,8.0,,,,,,,20.0,captivity,medium,acceptable,,,,,,Reptiles,Squamata
3271,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,aspis,Asp viper,1460.0,1460.0,,,,,,,,,,25.0,unknown,medium,acceptable,,,,,,Reptiles,Squamata
3294,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Caretta,caretta,Loggerhead sea turtle,3650.0,3650.0,60.0,,115.0,,,,,156500.0,,37.0,unknown,medium,acceptable,,,,,,Reptiles,Testudines
3295,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,mydas,Green sea turtle,3650.0,3650.0,59.0,,150.0,,,,,160000.0,,75.0,unknown,medium,acceptable,,,,,,Reptiles,Testudines
3298,Animalia,Chordata,Reptilia,Testudines,Chelydridae,Chelydra,serpentina,Common snapping turtle,3285.0,2646.0,,,,,,,,10250.0,,47.0,wild,medium,acceptable,,,,,,Reptiles,Testudines
3299,Animalia,Chordata,Reptilia,Testudines,Chelydridae,Macrochelys,temminckii,Alligator snapping turtle,4015.0,4015.0,120.0,,30.0,,,,,58500.0,,70.3,captivity,small,acceptable,,,,,,Reptiles,Testudines
3301,Animalia,Chordata,Reptilia,Testudines,Dermochelyidae,Dermochelys,coriacea,Leatherback sea turtle,,,60.0,,105.0,,,,,420000.0,,30.0,unknown,medium,acceptable,,,,,,Reptiles,Testudines
3303,Animalia,Chordata,Reptilia,Testudines,Emydidae,Chrysemys,picta,Painted turtle,2750.0,1642.0,,,,,,,,371.8,,61.0,wild,medium,acceptable,,,0.0236,400.0,289.5,Reptiles,Testudines
3304,Animalia,Chordata,Reptilia,Testudines,Emydidae,Clemmys,guttata,Spotted turtle,2920.0,2920.0,77.0,,3.0,,,,,,,30.0,wild,medium,acceptable,,,,,,Reptiles,Testudines
3305,Animalia,Chordata,Reptilia,Testudines,Emydidae,Deirochelys,reticularia,Chicken turtle,1825.0,912.0,,,,,,,,,,24.0,wild,medium,acceptable,,,,,,Reptiles,Testudines
3306,Animalia,Chordata,Reptilia,Testudines,Emydidae,Emydoidea,blandingii,Blanding's turtle,6500.0,4380.0,,,8.0,,,,,,,77.0,wild,medium,acceptable,,999.0,,,,Reptiles,Testudines
3308,Animalia,Chordata,Reptilia,Testudines,Emydidae,Glyptemys,insculpta,Wood turtle,5840.0,5840.0,,,,,,,,,,60.0,captivity,small,acceptable,,,,,,Reptiles,Testudines
3309,Animalia,Chordata,Reptilia,Testudines,Emydidae,Glyptemys,muhlenbergii,Bog turtle,2900.0,2900.0,90.0,,3.0,,,,,,,40.0,unknown,medium,acceptable,,,,,,Reptiles,Testudines
3318,Animalia,Chordata,Reptilia,Testudines,Emydidae,Pseudemys,concinna,River cooter,2190.0,1277.0,,,,,,,,,,44.0,captivity,medium,acceptable,,,,,,Reptiles,Testudines
3321,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,carolina,Eastern box turtle,2190.0,2190.0,,,,,,,,,,138.0,wild,medium,acceptable,,999.0,,,,Reptiles,Testudines
3324,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,ornata,Ornate box turtle,2920.0,2920.0,63.0,,5.0,,,,,,,28.4,captivity,medium,acceptable,,,,,,Reptiles,Testudines
3326,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,scripta,Common slider,2920.0,1460.0,75.0,,13.0,,,,,240.0,,41.3,captivity,large,acceptable,,,0.1157,240.0,297.0,Reptiles,Testudines
3356,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,baurii,Striped mud turtle,870.0,690.0,,,,,,,,,,49.6,captivity,small,acceptable,,,,,,Reptiles,Testudines
3362,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,subrubrum,Common mud turtle,1825.0,1460.0,76.0,,4.0,,,,,,,40.0,wild,medium,acceptable,,,,,,Reptiles,Testudines
3366,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,minor,Loggerhead musk turtle,2920.0,1460.0,,,,,,,,,,23.9,captivity,tiny,acceptable,,,,,,Reptiles,Testudines
3367,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,odoratus,Stinkpot,1277.0,1277.0,,,,,,,,,,54.8,captivity,tiny,acceptable,,,,,,Reptiles,Testudines
3382,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,agassizii,Desert tortoise,5500.0,5500.0,118.0,,8.0,,,,,,,62.8,captivity,medium,acceptable,,,,,,Reptiles,Testudines
3393,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,graeca,Mediterranean spur-thighed tortoise,4560.0,4560.0,,,,,,,,,,127.0,captivity,large,acceptable,,,,,,Reptiles,Testudines
3399,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Apalone,spinifera,Spiny softshell turtle,3285.0,3285.0,,,,,,,,,,25.2,captivity,medium,acceptable,,,,,,Reptiles,Testudines
3403,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,anguilla,European eel,4562.0,4015.0,,,,,,,,3629.45,,88.0,captivity,small,acceptable,,,,,,Fish,Anguilliformes
3410,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,reinhardtii,Speckled longfin eel,7300.0,3650.0,,,,,,,,8965.0,,41.0,wild,medium,acceptable,,,,,,Fish,Anguilliformes
3411,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,rostrata,American eel,1642.0,1642.0,,,,,,,,4031.5,,50.0,captivity,small,acceptable,,,,,,Fish,Anguilliformes
3415,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Labidesthes,sicculus,Brook silverside,120.0,120.0,,,,,,,,,,2.0,wild,medium,acceptable,,,,,,Fish,Atheriniformes
3420,Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,Trachinocephalus,myops,Snakefish,730.0,730.0,,,,,,,,,,7.0,wild,medium,acceptable,,,,,,Fish,Aulopiformes
3421,Animalia,Chordata,Teleostei,Beloniformes,Adrianichthyidae,Oryzias,latipes,Japanese medaka,,,10.0,,,,,,,,,5.0,captivity,medium,acceptable,,,,,,Fish,Beloniformes
3422,Animalia,Chordata,Teleostei,Beloniformes,Hemiramphidae,Hyporhamphus,melanochir,Dusky sea garfish,912.0,912.0,,,,,,,,330.0,,10.0,wild,medium,acceptable,,,,,,Fish,Beloniformes
3424,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,splendens,Alfonsino,2153.0,2737.0,,,,,,,,,,23.0,wild,medium,acceptable,,,,,,Fish,Beryciformes
3425,Animalia,Chordata,Teleostei,Beryciformes,Trachichthyidae,Hoplostethus,atlanticus,Orange roughy,6448.0,7208.0,,,,,,,,3850.0,,149.0,wild,medium,acceptable,,,,,,Fish,Beryciformes
3435,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,aestivalis,Blueback shad,1460.0,1277.0,,,,,,,,110.0,,8.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3438,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,alosa,Alice shad,1642.0,1277.0,,,,,,,,2200.0,,10.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3443,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,pontica,Pontic shad,730.0,730.0,,,,,,,,,,7.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3444,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,pseudoharengus,Alewife,1642.0,1277.0,,,,,,,,110.0,,8.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3445,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,sapidissima,American shad,1678.0,1569.0,,,,,,,,3025.0,,13.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3446,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Amblygaster,sirm,Spotted sardinella,310.0,350.0,,,,,,,,,,8.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3447,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,harengus,Atlantic herring,1095.0,1095.0,,,,,,,,,,22.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3449,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupeonella,cultriventris,Black sea sprat,912.0,912.0,,,,,,,,,,5.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3450,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Dorosoma,cepedianum,American gizzard shad,730.0,730.0,,,,,,,,1089.0,,6.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3451,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Dorosoma,petenense,Threadfin shad,730.0,730.0,,,,,,,,,,4.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3454,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Harengula,jaguana,Scaled herring,365.0,365.0,,,,,,,,,,3.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3456,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sardina,pilchardus,True sardine,730.0,730.0,,,,,,,,,,15.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3457,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sardinella,aurita,Round sardinella,365.0,365.0,,,,,,,,125.95,,7.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3459,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sardinella,longiceps,Indian oil sardine,730.0,719.0,,,,,,,,110.0,,4.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3460,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sardinops,sagax,Pacific sardine,821.0,821.0,,,,,,,,267.3,,25.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3461,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sprattus,sprattus,European sprat,730.0,730.0,,,,,,,,,,6.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3464,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Cetengraulis,mysticetus,Anchoveta,365.0,365.0,,,,,,,,,,4.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3466,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Engraulis,encrasicolus,European anchovy,365.0,365.0,,,,,,,,,,3.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3467,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Engraulis,japonicus,Japanese anchovy,365.0,365.0,,,,,,,,,,3.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3468,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Engraulis,mordax,Californian anchoveta,365.0,,,,,,,,,,,7.0,wild,medium,acceptable,,,,,,Fish,Clupeiformes
3479,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Catostomus,platyrhynchus,Mountain sucker,1277.0,1003.0,,,,,,,,,,9.0,wild,medium,acceptable,,,,,,Fish,Cypriniformes
3482,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Chasmistes,cujus,Cui-ui,5657.0,5657.0,,,,,,,,1496.0,,41.0,wild,medium,acceptable,,,,,,Fish,Cypriniformes
3488,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Hypentelium,nigricans,Northern hog sucker,1000.0,700.0,,,,,,,,700.0,,11.0,wild,medium,acceptable,,,,,,Fish,Cypriniformes
3497,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Moxostoma,duquesnii,Black redhorse,1095.0,1095.0,,,,,,,,1250.0,,10.0,wild,medium,acceptable,,,,,,Fish,Cypriniformes
3504,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Abramis,brama,Bream,2007.0,1825.0,,,,,,,,3305.5,,23.0,wild,medium,acceptable,,,,,,Fish,Cypriniformes
3505,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Aspius,aspius,Asp,1277.0,1277.0,,,,,,,,4950.0,,11.0,wild,medium,acceptable,,,,,,Fish,Cypriniformes
3517,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Couesius,plumbeus,Lake chub,1095.0,,,,,,,,,,,5.0,wild,medium,acceptable,,,,,,Fish,Cypriniformes
3518,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Ctenopharyngodon,idella,Silver orfe,1520.0,1460.0,,,,,,,,24750.0,,21.0,unknown,medium,acceptable,,,,,,Fish,Cypriniformes
3524,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinus,carpio,Common carp,1095.0,1095.0,4.0,,300000.0,,,,,10600.0,,47.0,captivity,large,acceptable,,,,,,Fish,Cypriniformes
